datetime,category,BBTFImpact-Sideway_val/ATRSL1buf-Trend/ORDERINFO-BUY_PROFIT/TF-diffMid_Trend/TRADEINFO0-Gate/TRADEINFO1-Gate/TRADEINFO2-Gate/NEW_ORDER_OPEN-TradeAct/TRADEINFO3-Gate/TRADEINFO4-Gate/NEW_ORDER_CLOSE-TradeAct/TRADEINFO5-Gate,BBTFImpact-HTF_Drive_LTF_Sideway/ATRSL1buf-LV/ORDERINFO-BUY_LOTS/TF-BBUpDn/TRADEINFO0-TradeAct/TRADEINFO1-M30dn+M15up|act/TRADEINFO2-|act/NEW_ORDER_OPEN-OPEN_TICKET/TRADEINFO3-M5/TRADEINFO4-M5/NEW_ORDER_CLOSE-OPEN_TICKET/TRADEINFO5-M5,BBTFImpact-LTF_Drive_HTF_Fly/ATRSL1buf-Upper/ORDERINFO-BUY_TICKET_NUM/TF-trend/TRADEINFO0-Trade_act/TRADEINFO1-atrsl/TRADEINFO2-atrsl/NEW_ORDER_OPEN-OPEN_TYPE/TRADEINFO3-atrsl/TRADEINFO4-atrsl/NEW_ORDER_CLOSE-OPEN_Type/TRADEINFO5-atrsl,BBTFImpact-midline_Cluster/ATRSL1buf-Lower/ORDERINFO-BUYS/TF-diffMid/TRADEINFO0-pen/NEW_ORDER_OPEN-OPEN_LOTS/NEW_ORDER_CLOSE-OPEN_LOTS,BBTFImpact-line_seq_touch/ATRSL1buf-SLMid/ORDERINFO-SELL_PROFIT/TF-diffBBW/NEW_ORDER_OPEN-DEAL_PRICE/NEW_ORDER_CLOSE-OPEN_PRICE,BBTFImpact-line_seq_cross/ATRSL1buf-Val/ORDERINFO-SELL_LOTS/TF-WLV/NEW_ORDER_OPEN-FREEMARGIN/NEW_ORDER_CLOSE-OPEN_TIME,BBTFImpact-untouch_val/ORDERINFO-SELL_TICKET_NUM/TF-MidLV/NEW_ORDER_OPEN-MARGINREQUIRED/NEW_ORDER_CLOSE-CLOSED_TICKET,ORDERINFO-SELLS/TF-UppLV/NEW_ORDER_CLOSE-CLOSED_TYPE,ORDERINFO-TOTALORDERS/TF-LowLV/NEW_ORDER_CLOSE-CLOSED_LOT,TF-close/NEW_ORDER_CLOSE-CLOSED_PRICE,TF-high/NEW_ORDER_CLOSE-PROFIT,TF-low/NEW_ORDER_CLOSE-SWAP,NEW_ORDER_CLOSE-COMMISION,NEW_ORDER_CLOSE-FEE,NEW_ORDER_CLOSE-TOTAL_PROFIT,NEW_ORDER_CLOSE-TOTAL_SWAP,NEW_ORDER_CLOSE-LAST_PROFIT
2026.01.27 14:00,M15,2.0,1.0,8.0,-0.59,3.08,0.43,5085.83,5096.7,5074.97,5076.85,5076.85,5076.85,,,,,
~,M30,1.0,2.0,1.0,0.84,-7.88,0.69,5079.77,5097.19,5062.36,,,,,,,,
~,H1,3.0,0.0,1.0,-0.45,-2.18,1.6800000000000002,5067.68,5110.15,5025.22,,,,,,,,
~,TRADEINFO0,G0d-COOL,,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1|H1=1|D1=1},{M15=1|M30=1|H4=1|D1=1|W1=1},{},{M5=6-7|M15=6-7|M30=0-7|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=20-10|M15=20-10|M30=0-20|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,5079.97,5079.97,5067.87,5076.09,4.72,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 14:15,M15,4.0,4.0,8.0,-0.26,0.86,0.42,5085.69,5096.43,5074.94,5080.96,5080.96,5080.96,,,,,
~,TRADEINFO0,G0d-COOL,,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M15=1|H1=1|D1=1},{M15=1|M30=1|H4=1|D1=1|W1=1},{},{M5=0-6|M15=0-6|M30=0-8|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=0-20|M15=0-20|M30=0-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,5071.53,5090.08,5071.53,5081.25,4.86,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 14:30,M15,2.0,0.0,8.0,-0.78,-1.6400000000000001,0.42,5084.73,5095.48,5073.98,5078.9,5078.9,5078.9,,,,,
~,M30,5.0,2.0,1.0,0.31,-1.21,0.67,5080.15,5097.22,5063.08,,,,,,,,
~,TRADEINFO0,G0d-COOL,,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M15=1|H1=1|D1=1},{M15=1|M30=1|H4=1|D1=1|W1=1},{},{M5=0-6|M15=0-6|M30=0-7|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=0-20|M15=0-20|M30=0-20|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,5071.53,5085.72,5071.53,5078.49,5.04,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 14:45,M15,2.0,2.0,2.0,-0.1,-0.82,0.4,5084.9,5095.1,5074.7,5089.12,5089.12,5089.12,,,,,
~,TRADEINFO0,G0d-COOL,,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1|H1=1|D1=1},{M15=1|H4=1|D1=1|W1=1},{},{M5=0-6|M15=0-6|M30=0-8|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,5078.14,5097.86,5078.14,5089.57,5.72,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 15:00,M15,3.0,0.0,2.0,0.06,-0.03,0.39,5084.81,5094.83,5074.79,5085.07,5085.07,5085.07,,,,,
~,M30,1.0,0.0,1.0,0.89,-4.09,0.63,5081.34,5097.46,5065.21,,,,,,,,
~,H1,3.0,2.0,1.0,-0.01,-0.08,1.69,5067.96,5110.71,5025.2,,,,,,,,
~,TRADEINFO0,G0d-COOL,,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1|H1=1|D1=1},{H4=1|D1=1|W1=1},{},{M5=0-6|M15=8-7|M30=0-8|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=0-30|M15=30-20|M30=0-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,5078.14,5094.53,5078.14,5084.54,5.13,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 15:15,M15,5.0,3.0,2.0,0.44,0.57,0.4,5085.26,5095.42,5075.09,5090.3,5090.3,5090.3,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1|H1=1|D1=1},{H4=1|D1=1|W1=1},{},{M5=0-6|M15=8-7|M30=0-8|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=0-30|M15=30-20|M30=0-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,5078.46,5093.73,5078.46,5089.77,5.6899999999999995,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 15:30,M15,5.0,0.0,7.0,0.14,-1.27,0.38,5085.11,5094.69,5075.52,5080.73,5080.73,5080.73,,,,,
~,M30,1.0,2.0,1.0,0.45,-2.38,0.61,5081.76,5097.26,5066.26,,,,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1|H1=1|D1=1},{M15=1|H4=1|D1=1|W1=1},{},{M5=7-6|M15=7-8|M30=7-8|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=20-30|M15=20-30|M30=20-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,5078.46,5092.83,5078.46,5080.22,6.31,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 15:45,M15,5.0,1.0,7.0,-0.41,4.43,0.44,5084.54,5095.64,5073.45,5073.5,5073.5,5073.5,,,,,
~,TRADEINFO0,G0b-PINK,,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1|H1=1|D1=1},{H4=1|D1=1|W1=1},{},{M5=6-7|M15=6-7|M30=0-7|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=0-20|M15=0-20|M30=0-20|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=26-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,5086.77,5086.77,5065.8,5073.01,6.88,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 16:00,M15,4.0,1.0,7.0,-0.18,1.43,0.43,5084.53,5095.39,5073.67,5077.44,5077.44,5077.44,,,,,
~,M30,3.0,2.0,1.0,0.19,-1.2,0.6,5081.8,5097.1,5066.49,,,,,,,,
~,H1,2.0,2.0,8.0,-0.78,-5.22,1.62,5066.98,5108.13,5025.83,,,,,,,,
~,H4,1.0,0.0,1.0,12.55,-56.07,6.42,5003.6,5164.19,4843.02,,,,,,,,
~,TRADEINFO0,G0d-COOL,,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1|H1=1|D1=1},{D1=1|W1=1},{},{M5=0-6|M15=0-16|M30=0-7|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=0-20|M15=0-20|M30=0-20|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,5086.77,5086.77,5066.15,5077.87,7.27,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 16:15,M15,2.0,1.0,2.0,-1.26,13.83,0.66,5082.71,5099.43,5065.99,5059.9,5059.9,5059.9,,,,,
~,TRADEINFO0,G0d-COOL,,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1|H1=1|D1=1},{M15=1|M30=1|D1=1|W1=1},{},{M5=0-6|M15=0-16|M30=0-7|H1=7-8|H4=0-9|D1=0-9|W1=0-9},{M5=10-20|M15=0-10|M30=10-20|H1=20-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,5077.53,5077.53,5042.36,5059.95,8.79,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 16:30,M15,2.0,1.0,2.0,-1.55,8.92,0.79,5080.96,5101.08,5060.83,5059.38,5059.38,5059.38,,,,,
~,M30,5.0,1.0,1.0,-0.46,6.67,0.76,5080.57,5099.75,5061.39,,,,,,,,
~,TRADEINFO0,G0d-COOL,,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M15=1|M30=1|H1=1|D1=1},{M15=1|M30=1|H1=1|D1=1|W1=1},{},{M5=0-6|M15=0-16|M30=0-7|H1=0-7|H4=0-9|D1=0-9|W1=0-9},{M5=0-20|M15=0-10|M30=0-10|H1=0-20|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,5071.92,5071.92,5042.36,5059.74,9.38,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 16:45,M15,2.0,4.0,2.0,-0.59,-2.15,0.7,5080.93,5098.59,5063.27,5079.48,5079.48,5079.48,,,,,
~,TRADEINFO0,G0d-COOL,,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M30=1|H1=1|D1=1},{M30=1|H1=1|D1=1|W1=1},{},{M5=0-6|M15=0-6|M30=0-6|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=30-20|M15=0-20|M30=0-20|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=28-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,5071.92,5100.95,5071.92,5080.0,10.47,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 17:00,M15,2.0,4.0,2.0,-2.01,6.86,0.81,5078.2,5098.88,5057.52,5054.47,5054.47,5054.47,,,,,
~,M30,4.0,1.0,1.0,-0.39,7.22,0.77,5080.54,5100.15,5060.92,,,,,,,,
~,H1,2.0,0.0,2.0,-1.27,-1.05,1.6,5065.06,5105.66,5024.46,,,,,,,,
~,TRADEINFO0,G0d-COOL,,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M30=1|H1=1|D1=1},{M15=1|M30=1|H1=1|D1=1|W1=1},{},{M5=0-7|M15=0-6|M30=0-6|H1=0-7|H4=0-9|D1=0-9|W1=0-9},{M5=0-20|M15=10-20|M30=10-20|H1=0-20|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,5071.92,5071.92,5043.91,5054.61,11.61,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 17:15,M15,2.0,4.0,2.0,-1.77,3.25,0.81,5076.63,5097.29,5055.96,5057.64,5057.64,5057.64,,,,,
~,TRADEINFO0,G6-SHRINK,,1,0.75|,,,,,,,,,,,,,
~,TRADEINFO1,G5,,,,,,,,,,,,,,,,
~,TRADEINFO2,G5-NONE,0,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M30=1|H1=1|D1=1},{M15=1|M30=1|H1=1|D1=1|W1=1},{},{M5=0-7|M15=6-6|M30=0-6|H1=0-7|H4=0-9|D1=0-9|W1=0-9},{M5=0-20|M15=0-20|M30=10-20|H1=0-20|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,5071.92,5071.92,5043.91,5057.69,13.16,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 17:30,M15,2.0,4.0,2.0,-0.82,-0.54,0.76,5076.27,5095.44,5057.09,5069.39,5069.39,5069.39,,,,,
~,M30,3.0,1.0,1.0,-0.17,1.43,0.72,5080.73,5099.02,5062.44,,,,,,,,
~,TRADEINFO0,G6-SHRINK,,1+M5,0.75|,,,,,,,,,,,,,
~,TRADEINFO1,G5,,,,,,,,,,,,,,,,
~,TRADEINFO2,G5-NONE,0,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M30=1|H1=1|D1=1},{M30=1|H1=1|D1=1|W1=1},{},{M5=0-8|M15=0-6|M30=0-6|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=0-30|M15=0-20|M30=0-20|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,5094.97,5094.97,5045.12,5070.05,12.46,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 17:45,M15,4.0,2.0,2.0,-0.19,-0.95,0.74,5076.51,5095.19,5057.83,5080.85,5080.85,5080.85,,,,,
~,TRADEINFO0,G0-HOLD,,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M30=1|H1=1|D1=1},{M15=1|H1=1|D1=1|W1=1},{},{M5=9-8|M15=0-6|M30=0-6|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=30-40|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=28-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,5094.97,5094.97,5058.94,5081.16,11.86,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 18:00,M15,4.0,1.0,2.0,0.21,2.1,0.77,5076.97,5096.54,5057.41,5091.12,5091.12,5091.12,,,,,
~,M30,4.0,0.0,1.0,0.46,2.1,0.71,5081.73,5099.79,5063.67,,,,,,,,
~,H1,3.0,0.0,2.0,2.61,-1.99,1.5699999999999998,5068.39,5108.29,5028.49,,,,,,,,
~,TRADEINFO0,G0,,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M30=1|H1=1|D1=1},{M15=1|M30=1|H1=1|D1=1|W1=1},{},{M5=9-9|M15=0-6|M30=0-6|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,5094.97,5094.97,5070.72,5091.23,10.25,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 18:15,M15,5.0,1.0,2.0,0.37,4.11,0.81,5077.34,5097.96,5056.72,5095.33,5095.33,5095.33,,,,,
~,TRADEINFO0,G0d-COOL,,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M30=1|H1=1|D1=1},{M15=1|M30=1|H1=1|D1=1|W1=1},{},{M5=0-9|M15=0-6|M30=0-6|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,5077.88,5113.06,5077.88,5095.47,8.8,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 18:30,M15,5.0,1.0,7.0,0.66,6.79,0.9,5078.16,5101.12,5055.21,5098.81,5098.81,5098.81,,,,,
~,M30,1.0,1.0,1.0,0.63,5.45,0.78,5082.47,5102.18,5062.77,,,,,,,,
~,TRADEINFO0,G0d-COOL,,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M30=1|H1=1|D1=1},{M15=1|M30=1|H1=1|D1=1|W1=1},{},{M5=0-9|M15=9-6|M30=0-9|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,5084.66,5109.4,5084.66,5098.84,7.2,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 18:45,M15,1.0,0.0,7.0,0.6,1.85,0.88,5078.46,5100.9,5056.01,5088.59,5088.59,5088.59,,,,,
~,TRADEINFO0,G0d-COOL,,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M30=1|H1=1|D1=1},{M30=1|H1=1|D1=1|W1=1},{},{M5=0-9|M15=0-9|M30=0-9|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,5084.66,5102.14,5084.66,5088.4,6.87,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 19:00,M15,5.0,3.0,7.0,0.44,1.44,0.9,5078.85,5101.59,5056.11,5087.63,5087.63,5087.63,,,,,
~,M30,3.0,0.0,1.0,-0.02,-0.09,0.73,5082.08,5100.75,5063.4,,,,,,,,
~,H1,3.0,3.0,2.0,2.18,-3.08,1.55,5070.66,5110.03,5031.29,,,,,,,,
~,TRADEINFO0,G0d-COOL,,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M30=1|H1=1|D1=1},{M30=1|H1=1|D1=1|W1=1},{},{M5=0-9|M15=0-9|M30=0-9|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=20-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,5084.66,5101.38,5084.66,5087.62,6.88,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 19:15,M15,1.0,3.0,7.0,0.73,2.74,0.92,5079.51,5102.85,5056.17,5091.6,5091.6,5091.6,,,,,
~,TRADEINFO0,G0d-COOL,,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M30=1|H1=1|D1=1},{M30=1|H1=1|D1=1|W1=1},{},{M5=8-9|M15=0-9|M30=0-9|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=30-20|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,5097.05,5097.05,5079.0,5091.99,6.5,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 19:30,M15,1.0,0.0,1.0,0.16,0.71,0.91,5079.41,5102.48,5056.34,5087.56,5087.56,5087.56,,,,,
~,M30,4.0,2.0,1.0,-0.3,-2.2,0.71,5081.73,5099.78,5063.67,,,,,,,,
~,TRADEINFO0,G6-SHRINK,,2+M5,0.5|,,,,,,,,,,,,,
~,TRADEINFO1,G4-BLOCK,0,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M30=1|H1=1|D1=1},{M30=1|D1=1|W1=1},{},{M5=0-7|M15=0-9|M30=0-9|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=0-20|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,5097.05,5097.05,5079.0,5087.29,6.45,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 19:45,M15,3.0,4.0,1.0,-0.22,-0.74,0.89,5079.02,5101.72,5056.33,5081.87,5081.87,5081.87,,,,,
~,TRADEINFO0,G0,,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M15=1|M30=1|H1=1|D1=1},{M15=1|M30=1|D1=1|W1=1},{},{M5=0-7|M15=0-9|M30=8-9|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=0-20|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=28-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,5094.24,5094.24,5079.0,5081.44,6.4,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 20:00,M15,4.0,4.0,1.0,-0.19,-0.58,0.89,5078.8,5101.34,5056.27,5081.2,5081.2,5081.2,,,,,
~,M30,4.0,0.0,8.0,-0.02,0.0,0.7,5081.5,5099.38,5063.61,,,,,,,,
~,H1,1.0,0.0,7.0,2.84,-23.38,1.31,5073.38,5106.64,5040.12,,,,,,,,
~,H4,1.0,2.0,1.0,12.91,-80.24,5.61,5016.38,5157.02,4875.75,,,,,,,,
~,TRADEINFO0,G0d-COOL,,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1|M30=1|H1=1|D1=1},{M15=1|M30=1|W1=1},{},{M5=0-6|M15=0-8|M30=7-8|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=0-20|M15=0-30|M30=20-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,5090.67,5090.67,5069.15,5081.87,6.5,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 20:15,M15,4.0,4.0,8.0,-0.15,-0.44,0.88,5078.68,5101.11,5056.24,5081.63,5081.63,5081.63,,,,,
~,TRADEINFO0,G0d-COOL,,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1|M30=1|H1=1|D1=1},{M30=1|W1=1},{},{M5=0-6|M15=0-8|M30=0-8|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=0-20|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=28-28|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,5090.67,5090.67,5069.93,5081.69,6.37,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 20:30,M15,4.0,0.0,8.0,0.39,0.63,0.89,5079.18,5101.85,5056.5,5085.04,5085.04,5085.04,,,,,
~,M30,3.0,3.0,8.0,0.29,0.16,0.71,5081.85,5099.79,5063.92,,,,,,,,
~,TRADEINFO0,G0d-COOL,,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1|M30=1|H1=1|D1=1},{M30=1|W1=1},{},{M5=8-6|M15=0-8|M30=8-7|H1=0-8|H4=0-9|D1=0-9|W1=0-9},{M5=30-20|M15=0-30|M30=30-20|H1=0-30|H4=0-30|D1=0-40|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,5090.67,5090.67,5073.25,5085.34,6.04,,,,,,,,,,,
