datetime,category,TF-diffMid_Trend/BBTFImpact-HTF_Drive_LTF_Sideway/ATRSL1buf-Trend/ORDERINFO-BUY_PROFIT/NEW_ORDER_OPEN-TradeAct/NEW_ORDER_CLOSE-TradeAct,TF-BBUpDn/BBTFImpact-LTF_Drive_HTF_Fly/ATRSL1buf-LV/ORDERINFO-BUY_LOTS/NEW_ORDER_OPEN-OPEN_TICKET/NEW_ORDER_CLOSE-OPEN_TICKET,TF-trend/BBTFImpact-midline_Cluster/ATRSL1buf-Upper/ORDERINFO-BUY_TICKET_NUM/NEW_ORDER_OPEN-OPEN_TYPE/NEW_ORDER_CLOSE-OPEN_Type,TF-diffMid/BBTFImpact-line_seq_touch/ATRSL1buf-Lower/ORDERINFO-BUYS/NEW_ORDER_OPEN-OPEN_LOTS/NEW_ORDER_CLOSE-OPEN_LOTS,TF-diffBBW/BBTFImpact-line_seq_cross/ATRSL1buf-SLMid/ORDERINFO-SELL_PROFIT/NEW_ORDER_OPEN-DEAL_PRICE/NEW_ORDER_CLOSE-OPEN_PRICE,TF-WLV/BBTFImpact-untouch_val/ATRSL1buf-Val/ORDERINFO-SELL_LOTS/NEW_ORDER_OPEN-FREEMARGIN/NEW_ORDER_CLOSE-OPEN_TIME,TF-MidLV/ORDERINFO-SELL_TICKET_NUM/NEW_ORDER_OPEN-MARGINREQUIRED/NEW_ORDER_CLOSE-CLOSED_TICKET,TF-UppLV/ORDERINFO-SELLS/NEW_ORDER_CLOSE-CLOSED_TYPE,TF-LowLV/ORDERINFO-TOTALORDERS/NEW_ORDER_CLOSE-CLOSED_LOT,TF-close/NEW_ORDER_CLOSE-CLOSED_PRICE,TF-high/NEW_ORDER_CLOSE-PROFIT,TF-low/NEW_ORDER_CLOSE-SWAP,NEW_ORDER_CLOSE-COMMISION,NEW_ORDER_CLOSE-FEE,NEW_ORDER_CLOSE-TOTAL_PROFIT,NEW_ORDER_CLOSE-TOTAL_SWAP,NEW_ORDER_CLOSE-LAST_PROFIT
~,ATRSL1buf,2.0,4648.34,4680.94,4648.34,4662.38,9.28,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.06 05:35,M5,1.0,3.0,1.0,1.58,1.5,1.15,4638.0,4664.59,4611.41,4654.49,4654.49,4654.49,,,,,
~,BBTFImpact,{M5=1|M15=1|H1=1|H4=1|D1=1},{M15=1|H4=1|W1=1},"[5.97, 15.3, 3.58]",{M5=0-9|M15=0-9|M30=0-6|H1=0-8|H4=7-8|D1=0-7|W1=0-17|MN1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=20-30|D1=0-20|W1=0-20|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=27-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4648.34,4674.06,4648.34,4654.96,9.55,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.06 05:40,M5,1.0,3.0,1.0,1.2,0.79,1.13,4638.95,4665.2,4612.7,4651.27,4651.27,4651.27,,,,,
~,BBTFImpact,{M5=1|M15=1|H1=1|H4=1|D1=1},{M15=1|H4=1|W1=1},"[6.92, 15.3, 3.58]",{M5=0-9|M15=0-9|M30=0-6|H1=0-8|H4=0-7|D1=0-7|W1=0-17|MN1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-20|W1=0-20|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-27|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4648.34,4668.83,4648.34,4650.27,9.28,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.06 05:45,M5,1.0,3.0,1.0,0.86,1.8,1.15,4639.83,4666.55,4613.12,4651.21,4651.21,4651.21,,,,,
~,M15,2.0,2.0,2.0,-1.05,-19.16,1.15,4630.7,4657.25,4604.16,4651.21,4651.21,,,,,,
~,BBTFImpact,{M5=1|M15=1|H1=1|H4=1|D1=1},{M15=1|H4=1|W1=1},"[9.13, 16.63, 4.9]",{M5=0-9|M15=0-9|M30=0-6|H1=0-8|H4=0-7|D1=0-7|W1=0-17|MN1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-20|W1=0-20|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4648.34,4668.56,4648.34,4650.5,9.03,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.06 05:50,M5,1.0,3.0,1.0,0.61,2.39,1.18,4640.52,4667.94,4613.11,4652.54,4652.54,4652.54,,,,,
~,BBTFImpact,{M5=1|M15=1|H1=1|H4=1|D1=1},{M15=1|H4=1|W1=1},"[9.82, 16.63, 4.9]",{M5=0-9|M15=0-9|M30=0-6|H1=0-8|H4=7-7|D1=0-7|W1=0-17|MN1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-20|W1=0-20|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4648.34,4668.56,4648.34,4652.12,8.49,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.06 05:55,M5,1.0,3.0,1.0,0.83,0.71,1.19,4641.32,4668.86,4613.78,4650.58,4650.58,4650.58,,,,,
~,BBTFImpact,{M5=1|M15=1|H1=1|H4=1|D1=1},{M15=1|H4=1|W1=1},"[10.62, 16.63, 4.9]",{M5=0-9|M15=0-9|M30=0-6|H1=0-8|H4=0-7|D1=0-7|W1=0-17|MN1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-20|W1=0-20|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=27-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4648.34,4667.82,4648.34,4650.47,8.68,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.06 06:00,M5,1.0,3.0,1.0,1.01,-2.51,1.16,4642.28,4669.19,4615.38,4648.01,4648.01,4648.01,,,,,
~,M15,3.0,0.0,2.0,0.31,2.75,1.18,4631.04,4658.3,4603.77,4648.01,4648.01,4648.01,,,,,
~,M30,4.0,0.0,2.0,-0.4,-0.87,1.65,4646.65,4685.02,4608.28,,,,,,,,
~,H1,3.0,0.0,2.0,3.32,-30.53,1.78,4640.02,4681.26,4598.79,,,,,,,,
~,BBTFImpact,{M5=1|M15=1|H1=1|H4=1|D1=1},{M15=1|H4=1|W1=1},"[11.25, 15.61, 8.98]",{M5=0-9|M15=0-9|M30=0-6|H1=0-8|H4=17-7|D1=0-7|W1=0-17|MN1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-20|W1=0-20|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=17-27|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,4664.96,4664.96,4630.25,4647.6,8.68,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.06 06:05,M5,3.0,0.0,1.0,-0.13,0.49,1.16,4641.74,4668.65,4614.82,4634.58,4634.58,4634.58,,,,,
~,BBTFImpact,{M5=1|M15=1|H1=1|H4=1|D1=1},{M15=1|H4=1|W1=1},"[10.7, 15.61, 8.98]",{M5=0-9|M15=18-9|M30=7-6|H1=7-8|H4=0-17|D1=0-7|W1=0-17|MN1=0-0},{M5=20-30|M15=0-30|M30=20-30|H1=20-30|H4=0-20|D1=0-20|W1=0-20|MN1=0-40},{M5=0-0|M15=18-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,4653.15,4653.15,4630.25,4634.17,9.49,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.06 06:10,M5,4.0,1.0,1.0,-0.17,0.97,1.17,4641.46,4668.73,4614.2,4630.95,4630.95,4630.95,,,,,
~,BBTFImpact,{M5=1|M15=1|H1=1|H4=1|D1=1},{M15=1|H4=1|W1=1},"[10.43, 15.61, 8.98]",{M5=0-9|M15=0-18|M30=0-7|H1=0-7|H4=0-17|D1=0-7|W1=0-17|MN1=0-0},{M5=0-20|M15=20-30|M30=0-20|H1=0-20|H4=0-20|D1=0-20|W1=0-20|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,4648.59,4648.59,4611.14,4629.86,9.36,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.06 06:15,M5,3.0,0.0,1.0,0.12,-0.74,1.16,4641.69,4668.64,4614.75,4633.36,4633.36,4633.36,,,,,
~,M15,4.0,0.0,2.0,-0.14,-0.37,1.1400000000000001,4630.43,4656.74,4604.12,4633.36,4633.36,,,,,,
~,BBTFImpact,{M5=1|M15=1|H1=1|H4=1|D1=1},{M15=1|H4=1|W1=1},"[11.26, 16.22, 9.59]",{M5=0-9|M15=8-18|M30=0-7|H1=0-7|H4=0-17|D1=0-7|W1=0-17|MN1=0-0},{M5=0-20|M15=30-20|M30=0-20|H1=0-20|H4=0-20|D1=0-20|W1=0-20|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,4648.59,4648.59,4613.57,4632.51,9.47,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.06 06:20,M5,3.0,0.0,1.0,-0.13,1.09,1.18,4641.49,4668.79,4614.2,4626.92,4626.92,4626.92,,,,,
~,BBTFImpact,{M5=1|M15=1|H1=1|H4=1|D1=1},{M15=1|H4=1|W1=1},"[11.06, 16.22, 9.59]",{M5=0-9|M15=7-8|M30=0-7|H1=0-7|H4=0-17|D1=0-7|W1=0-17|MN1=0-0},{M5=0-20|M15=20-30|M30=0-20|H1=0-20|H4=0-20|D1=0-20|W1=0-20|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,4645.89,4645.89,4613.57,4626.9,9.5,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.06 06:25,M5,5.0,0.0,1.0,0.28,-2.35,1.1400000000000001,4641.86,4668.42,4615.31,4631.19,4631.19,4631.19,,,,,
~,BBTFImpact,{M5=1|M15=1|H1=1|H4=1|D1=1},{M15=1|H4=1|W1=1},"[11.43, 16.22, 9.59]",{M5=0-9|M15=8-7|M30=0-7|H1=0-7|H4=0-17|D1=0-7|W1=0-17|MN1=0-0},{M5=0-20|M15=30-20|M30=0-20|H1=0-20|H4=0-20|D1=0-20|W1=0-20|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,4645.89,4645.89,4615.17,4630.89,7.86,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.06 06:30,M5,5.0,2.0,1.0,0.32,-3.15,1.11,4642.22,4667.99,4616.45,4630.41,4630.41,4630.41,,,,,
~,M15,4.0,4.0,2.0,-0.43,-1.32,1.12,4629.89,4655.86,4603.92,4630.41,4630.41,,,,,,
~,M30,2.0,4.0,2.0,-1.5,-0.09,1.6600000000000001,4644.59,4683.16,4606.03,,,,,,,,
~,BBTFImpact,{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{H1=1|H4=1|W1=1},"[12.33, 14.71, 10.13]",{M5=0-9|M15=18-8|M30=0-7|H1=0-7|H4=0-17|D1=0-7|W1=0-17|MN1=0-0},{M5=0-20|M15=0-30|M30=0-20|H1=0-20|H4=0-20|D1=0-20|W1=0-20|MN1=0-40},{M5=0-0|M15=18-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,4645.89,4645.89,4615.8,4630.85,7.52,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.06 06:35,M5,1.0,2.0,1.0,0.32,-3.04,1.09,4642.47,4667.67,4617.28,4631.47,4631.47,4631.47,,,,,
~,BBTFImpact,{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{H1=1|H4=1|W1=1},"[12.59, 14.71, 10.13]",{M5=0-9|M15=0-18|M30=0-7|H1=0-7|H4=0-17|D1=0-7|W1=0-17|MN1=0-0},{M5=0-20|M15=0-30|M30=0-20|H1=0-20|H4=0-20|D1=0-20|W1=0-20|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,4645.89,4645.89,4616.73,4631.46,7.37,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.06 06:40,M5,5.0,2.0,1.0,0.08,-0.77,1.08,4642.54,4667.58,4617.5,4629.12,4629.12,4629.12,,,,,
~,BBTFImpact,{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{H1=1|H4=1|W1=1},"[12.65, 14.71, 10.13]",{M5=0-9|M15=7-18|M30=0-7|H1=0-7|H4=0-17|D1=0-7|W1=0-17|MN1=0-0},{M5=0-20|M15=20-30|M30=0-20|H1=0-20|H4=0-20|D1=0-20|W1=0-20|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,4642.97,4642.97,4616.73,4629.38,6.79,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.06 06:45,M5,3.0,2.0,1.0,0.13,-1.02,1.07,4642.69,4667.46,4617.92,4632.71,4632.71,4632.71,,,,,
~,M15,3.0,0.0,2.0,0.08,0.11,1.12,4629.92,4655.92,4603.93,4632.71,4632.71,4632.71,,,,,
~,BBTFImpact,{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{H1=1|H4=1|W1=1},"[12.76, 14.67, 10.1]",{M5=0-9|M15=8-7|M30=0-7|H1=0-7|H4=0-17|D1=0-7|W1=0-17|MN1=0-0},{M5=0-20|M15=30-20|M30=0-20|H1=0-20|H4=0-20|D1=0-20|W1=0-20|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,4642.97,4642.97,4619.42,4632.56,6.57,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.06 06:50,M5,3.0,0.0,1.0,-0.05,0.24,1.07,4642.64,4667.47,4617.82,4634.7,4634.7,4634.7,,,,,
~,BBTFImpact,{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{H1=1|H4=1|W1=1},"[12.72, 14.67, 10.1]",{M5=0-9|M15=0-8|M30=0-7|H1=0-7|H4=0-17|D1=0-7|W1=0-17|MN1=0-0},{M5=0-20|M15=0-30|M30=0-20|H1=0-20|H4=0-20|D1=0-20|W1=0-20|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,4642.97,4642.97,4621.9,4634.78,6.44,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.06 06:55,M5,3.0,0.0,1.0,-0.77,-0.4,1.06,4641.94,4666.59,4617.3,4635.42,4635.42,4635.42,,,,,
~,BBTFImpact,{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{H1=1|H4=1|W1=1},"[12.02, 14.67, 10.1]",{M5=0-9|M15=0-8|M30=0-7|H1=0-7|H4=0-17|D1=0-7|W1=0-17|MN1=0-0},{M5=0-20|M15=0-30|M30=0-20|H1=0-20|H4=0-20|D1=0-20|W1=0-20|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,4642.97,4642.97,4622.87,4635.86,6.49,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.06 07:00,M5,2.0,0.0,8.0,-1.34,-12.53,0.93,4640.77,4662.37,4619.17,4640.59,4640.59,4640.59,,,,,
~,M15,3.0,0.0,2.0,0.07,0.42,1.13,4630.17,4656.4,4603.95,4640.59,4640.59,4640.59,,,,,
~,M30,2.0,4.0,2.0,-0.96,-2.52,1.63,4643.8,4681.56,4606.04,,,,,,,,
~,H1,1.0,0.0,7.0,0.81,-2.62,1.75,4640.28,4680.78,4599.78,,,,,,,,
~,BBTFImpact,{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{H1=1|H4=1|W1=1},"[10.59, 13.62, 10.11]",{M5=0-9|M15=0-8|M30=0-7|H1=8-7|H4=0-17|D1=0-7|W1=7-17|MN1=0-0},{M5=0-20|M15=0-30|M30=0-20|H1=30-20|H4=0-20|D1=0-20|W1=0-20|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,4642.97,4642.97,4627.98,4640.76,6.39,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.06 07:05,M5,2.0,2.0,2.0,-0.77,-9.94,0.83,4640.17,4659.51,4620.83,4648.13,4648.13,4648.13,,,,,
~,BBTFImpact,{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{H1=1|H4=1|W1=1},"[10.0, 13.62, 10.11]",{M5=8-9|M15=0-8|M30=8-7|H1=0-8|H4=0-17|D1=0-7|W1=0-7|MN1=0-0},{M5=30-20|M15=0-30|M30=30-20|H1=0-30|H4=0-20|D1=0-20|W1=0-20|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4642.97,4661.76,4642.97,4648.53,6.61,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.06 07:10,M5,2.0,2.0,2.0,-0.69,-8.98,0.74,4639.36,4656.44,4622.29,4646.62,4646.62,4646.62,,,,,
~,BBTFImpact,{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{H1=1|H4=1|W1=1},"[9.19, 13.62, 10.11]",{M5=0-8|M15=0-8|M30=0-8|H1=0-8|H4=0-17|D1=0-7|W1=0-7|MN1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-20|W1=0-20|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4642.97,4658.65,4642.97,4647.08,5.78,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.06 07:15,M5,2.0,2.0,2.0,-0.3,-2.29,0.71,4639.01,4655.47,4622.55,4643.52,4643.52,4643.52,,,,,
~,M15,3.0,0.0,2.0,1.08,1.22,1.16,4631.45,4658.31,4604.58,4643.52,4643.52,4643.52,,,,,
~,BBTFImpact,{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{H1=1|H4=1|W1=1},"[7.5600000000000005, 12.35, 8.84]",{M5=0-8|M15=0-8|M30=7-8|H1=0-8|H4=0-17|D1=0-7|W1=0-7|MN1=0-0},{M5=0-30|M15=0-30|M30=20-30|H1=0-30|H4=0-20|D1=0-20|W1=0-20|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4642.97,4655.45,4642.97,4643.84,5.8,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.06 07:20,M5,2.0,2.0,2.0,-0.41,-3.91,0.67,4638.63,4654.22,4623.04,4643.56,4643.56,4643.56,,,,,
~,BBTFImpact,{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{H1=1|H4=1|W1=1},"[7.18, 12.35, 8.84]",{M5=0-8|M15=0-8|M30=0-7|H1=0-8|H4=0-17|D1=0-7|W1=0-7|MN1=0-0},{M5=0-30|M15=0-30|M30=0-20|H1=0-30|H4=0-20|D1=0-20|W1=0-20|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4642.97,4654.37,4642.97,4643.57,5.4,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.06 07:25,M5,2.0,2.0,2.0,-0.54,-5.68,0.61,4638.06,4652.29,4623.83,4642.1,4642.1,4642.1,,,,,
~,BBTFImpact,{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{H1=1|H4=1|W1=1},"[6.61, 12.35, 8.84]",{M5=0-8|M15=0-8|M30=0-7|H1=0-8|H4=0-17|D1=0-7|W1=0-7|MN1=0-0},{M5=0-30|M15=0-30|M30=0-20|H1=0-30|H4=0-20|D1=0-20|W1=0-20|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,4642.97,4642.97,4632.01,4641.9,4.95,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.06 07:30,M5,4.0,2.0,2.0,-0.27,-3.7199999999999998,0.58,4637.9,4651.42,4624.38,4646.68,4646.68,4646.68,,,,,
~,M15,1.0,3.0,7.0,1.77,-3.92,1.12,4633.24,4659.26,4607.22,4646.68,4646.68,4646.68,,,,,
~,M30,3.0,4.0,2.0,-0.28,-0.72,1.62,4643.71,4681.27,4606.15,,,,,,,,
~,BBTFImpact,{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{H1=1|H4=1|W1=1},"[4.66, 10.46, 7.04]",{M5=0-8|M15=0-8|M30=8-7|H1=0-8|H4=0-17|D1=0-7|W1=0-7|MN1=0-0},{M5=0-30|M15=0-30|M30=30-20|H1=0-30|H4=0-20|D1=0-20|W1=0-20|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4642.97,4656.09,4642.97,4646.41,4.84,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.06 07:35,M5,3.0,2.0,2.0,-0.07,-0.96,0.57,4637.79,4650.98,4624.6,4648.37,4648.37,4648.37,,,,,
~,BBTFImpact,{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{H1=1|H4=1|W1=1},"[4.55, 10.46, 7.04]",{M5=0-8|M15=0-8|M30=0-8|H1=0-8|H4=0-17|D1=0-7|W1=0-7|MN1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-20|W1=0-20|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4642.97,4656.09,4642.97,4648.28,4.95,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.06 07:40,M5,3.0,1.0,2.0,0.44,3.22,0.61,4638.3,4652.47,4624.13,4648.39,4648.39,4648.39,,,,,
~,BBTFImpact,{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{H1=1|H4=1|W1=1},"[5.06, 10.46, 7.04]",{M5=0-8|M15=0-8|M30=0-8|H1=0-8|H4=0-17|D1=0-7|W1=0-7|MN1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-20|W1=0-20|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4642.97,4656.09,4642.97,4648.73,4.7,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.06 07:45,M5,1.0,0.0,7.0,0.82,2.0,0.64,4639.16,4653.89,4624.42,4649.03,4649.03,4649.03,,,,,
~,M15,1.0,3.0,1.0,1.78,-3.46,1.09,4635.04,4660.31,4609.77,4649.03,4649.03,4649.03,,,,,
~,BBTFImpact,{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{H1=1|H4=1|W1=1},"[4.11, 8.67, 5.24]",{M5=0-8|M15=0-8|M30=0-8|H1=0-8|H4=0-17|D1=0-7|W1=0-7|MN1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-20|W1=0-20|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4642.97,4656.09,4642.97,4649.24,4.59,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.04.06 07:50,M5,1.0,3.0,1.0,0.95,3.06,0.67,4640.13,4655.64,4624.62,4652.01,4652.01,4652.01,,,,,
~,BBTFImpact,{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{M15=1|H1=1|H4=1|W1=1},"[5.09, 8.67, 5.24]",{M5=0-8|M15=0-8|M30=0-8|H1=0-8|H4=7-17|D1=0-7|W1=0-7|MN1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-20|W1=0-20|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4643.1,4656.09,4643.1,4651.94,4.42,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
