datetime,category,TF-diffMid_Trend/BBTFImpact-HTF_Drive_LTF_Sideway/ATRSL1buf-Trend/ORDERINFO-BUY_PROFIT/NEW_ORDER_OPEN-TradeAct/NEW_ORDER_CLOSE-TradeAct,TF-BBUpDn/BBTFImpact-LTF_Drive_HTF_Fly/ATRSL1buf-LV/ORDERINFO-BUY_LOTS/NEW_ORDER_OPEN-OPEN_TICKET/NEW_ORDER_CLOSE-OPEN_TICKET,TF-trend/BBTFImpact-midline_Cluster/ATRSL1buf-Upper/ORDERINFO-BUY_TICKET_NUM/NEW_ORDER_OPEN-OPEN_TYPE/NEW_ORDER_CLOSE-OPEN_Type,TF-diffMid/BBTFImpact-line_seq_touch/ATRSL1buf-Lower/ORDERINFO-BUYS/NEW_ORDER_OPEN-OPEN_LOTS/NEW_ORDER_CLOSE-OPEN_LOTS,TF-diffBBW/BBTFImpact-line_seq_cross/ATRSL1buf-SLMid/ORDERINFO-SELL_PROFIT/NEW_ORDER_OPEN-DEAL_PRICE/NEW_ORDER_CLOSE-OPEN_PRICE,TF-WLV/BBTFImpact-untouch_val/ATRSL1buf-Val/ORDERINFO-SELL_LOTS/NEW_ORDER_OPEN-FREEMARGIN/NEW_ORDER_CLOSE-OPEN_TIME,TF-MidLV/ORDERINFO-SELL_TICKET_NUM/NEW_ORDER_OPEN-MARGINREQUIRED/NEW_ORDER_CLOSE-CLOSED_TICKET,TF-UppLV/ORDERINFO-SELLS/NEW_ORDER_CLOSE-CLOSED_TYPE,TF-LowLV/ORDERINFO-TOTALORDERS/NEW_ORDER_CLOSE-CLOSED_LOT,TF-close/NEW_ORDER_CLOSE-CLOSED_PRICE,TF-high/NEW_ORDER_CLOSE-PROFIT,TF-low/NEW_ORDER_CLOSE-SWAP,NEW_ORDER_CLOSE-COMMISION,NEW_ORDER_CLOSE-FEE,NEW_ORDER_CLOSE-TOTAL_PROFIT,NEW_ORDER_CLOSE-TOTAL_SWAP,NEW_ORDER_CLOSE-LAST_PROFIT
~,H1,3.0,2.0,1.0,-0.01,-0.08,1.69,5067.96,5110.71,5025.2,,,,,,,,
~,BBTFImpact,{M5=1|M15=1|H1=1|D1=1},{H4=1|D1=1|W1=1},"[2.59, 3.4699999999999998, 16.85]",{M5=0-6|M15=8-7|M30=0-8|H1=0-8|H4=0-9|D1=0-9|W1=0-9|MN1=0-0},{M5=0-30|M15=30-20|M30=0-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,5078.14,5094.53,5078.14,5084.54,5.13,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 15:05,M5,3.0,1.0,2.0,0.1,0.8,0.39,5082.48,5092.48,5072.49,5088.75,5088.75,5088.75,,,,,
~,BBTFImpact,{M5=1|M15=1|H1=1|D1=1},{H4=1|D1=1|W1=1},"[2.32, 3.4699999999999998, 16.85]",{M5=0-6|M15=0-8|M30=0-8|H1=0-8|H4=0-9|D1=0-9|W1=0-9|MN1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,5078.46,5094.53,5078.46,5088.67,5.11,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 15:10,M5,3.0,0.0,2.0,-0.12,-0.45,0.38,5082.21,5091.81,5072.62,5083.26,5083.26,5083.26,,,,,
~,BBTFImpact,{M5=1|M15=1|H1=1|D1=1},{H4=1|D1=1|W1=1},"[2.59, 3.4699999999999998, 16.85]",{M5=0-6|M15=7-8|M30=0-8|H1=0-8|H4=0-9|D1=0-9|W1=0-9|MN1=0-0},{M5=0-30|M15=20-30|M30=0-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,5078.46,5093.73,5078.46,5083.41,5.16,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 15:15,M5,5.0,0.0,2.0,0.17,1.7,0.4,5082.47,5092.57,5072.38,5090.3,5090.3,5090.3,,,,,
~,M15,5.0,3.0,2.0,0.44,0.57,0.4,5085.26,5095.42,5075.09,5090.3,5090.3,5090.3,,,,,
~,BBTFImpact,{M5=1|M15=1|H1=1|D1=1},{H4=1|D1=1|W1=1},"[2.7800000000000002, 3.92, 17.3]",{M5=0-6|M15=8-7|M30=0-8|H1=0-8|H4=0-9|D1=0-9|W1=0-9|MN1=0-0},{M5=0-30|M15=30-20|M30=0-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,5078.46,5093.73,5078.46,5089.77,5.6899999999999995,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 15:20,M5,5.0,1.0,7.0,0.13,0.99,0.4,5082.56,5092.8,5072.33,5088.78,5088.78,5088.78,,,,,
~,BBTFImpact,{M5=1|M15=1|H1=1|D1=1},{M15=1|H4=1|D1=1|W1=1},"[2.7, 3.92, 17.3]",{M5=0-6|M15=0-8|M30=0-8|H1=0-8|H4=0-9|D1=0-9|W1=0-9|MN1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,5078.46,5093.73,5078.46,5089.05,5.88,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 15:25,M5,5.0,0.0,7.0,0.28,0.19,0.4,5082.74,5092.81,5072.67,5085.87,5085.87,5085.87,,,,,
~,BBTFImpact,{M5=1|M15=1|H1=1|D1=1},{M15=1|H4=1|D1=1|W1=1},"[2.52, 3.92, 17.3]",{M5=0-6|M15=0-8|M30=0-8|H1=0-8|H4=0-9|D1=0-9|W1=0-9|MN1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,5078.46,5093.73,5078.46,5085.94,5.95,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 15:30,M5,5.0,0.0,7.0,0.42,-4.45,0.35,5082.93,5091.78,5074.07,5080.73,5080.73,5080.73,,,,,
~,M15,5.0,0.0,7.0,0.14,-1.27,0.38,5085.11,5094.69,5075.52,5080.73,5080.73,5080.73,,,,,
~,M30,1.0,2.0,1.0,0.45,-2.38,0.61,5081.76,5097.26,5066.26,,,,,,,,
~,BBTFImpact,{M5=1|M15=1|H1=1|D1=1},{M15=1|H4=1|D1=1|W1=1},"[2.18, 3.35, 17.15]",{M5=7-6|M15=7-8|M30=7-8|H1=0-8|H4=0-9|D1=0-9|W1=0-9|MN1=0-0},{M5=20-30|M15=20-30|M30=20-30|H1=0-30|H4=0-30|D1=0-40|W1=0-40|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,5078.46,5092.83,5078.46,5080.22,6.31,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 15:35,M5,5.0,2.0,7.0,0.05,-0.69,0.34,5082.97,5091.66,5074.28,5076.63,5076.63,5076.63,,,,,
~,BBTFImpact,{M5=1|M15=1|H1=1|D1=1},{H4=1|D1=1|W1=1},"[2.14, 3.35, 17.15]",{M5=0-7|M15=0-7|M30=0-7|H1=0-8|H4=0-9|D1=0-9|W1=0-9|MN1=0-0},{M5=0-20|M15=0-20|M30=0-20|H1=0-30|H4=0-30|D1=0-40|W1=0-40|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5089.68,5089.68,5062.85,5076.27,6.71,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 15:40,M5,3.0,2.0,7.0,0.07,-0.55,0.33,5083.07,5091.53,5074.61,5079.37,5079.37,5079.37,,,,,
~,BBTFImpact,{M5=1|M15=1|H1=1|D1=1},{H4=1|D1=1|W1=1},"[2.04, 3.35, 17.15]",{M5=0-7|M15=0-7|M30=0-7|H1=0-8|H4=0-9|D1=0-9|W1=0-9|MN1=0-0},{M5=0-20|M15=0-20|M30=0-20|H1=0-30|H4=0-30|D1=0-40|W1=0-40|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5089.68,5089.68,5065.8,5078.67,6.43,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 15:45,M5,3.0,1.0,7.0,-0.31,3.11,0.39,5082.51,5092.47,5072.56,5073.5,5073.5,5073.5,,,,,
~,M15,5.0,1.0,7.0,-0.41,4.43,0.44,5084.54,5095.64,5073.45,5073.5,5073.5,5073.5,,,,,
~,BBTFImpact,{M5=1|M15=1|H1=1|D1=1},{H4=1|D1=1|W1=1},"[2.03, 2.7800000000000002, 16.59]",{M5=6-7|M15=6-7|M30=0-7|H1=0-8|H4=0-9|D1=0-9|W1=0-9|MN1=0-0},{M5=0-20|M15=0-20|M30=0-20|H1=0-30|H4=0-30|D1=0-40|W1=0-40|MN1=0-40},{M5=0-0|M15=26-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5086.77,5086.77,5065.8,5073.01,6.88,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 15:50,M5,4.0,1.0,7.0,-0.24,1.9,0.4,5082.38,5092.46,5072.3,5075.18,5075.18,5075.18,,,,,
~,BBTFImpact,{M5=1|M15=1|H1=1|D1=1},{H4=1|D1=1|W1=1},"[2.16, 2.7800000000000002, 16.59]",{M5=0-6|M15=16-6|M30=0-7|H1=0-8|H4=0-9|D1=0-9|W1=0-9|MN1=0-0},{M5=0-20|M15=0-20|M30=0-20|H1=0-30|H4=0-30|D1=0-40|W1=0-40|MN1=0-40},{M5=0-0|M15=16-26|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5086.77,5086.77,5065.8,5075.03,6.97,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 15:55,M5,3.0,0.0,7.0,0.1,-0.41,0.38,5082.56,5092.33,5072.79,5080.93,5080.93,5080.93,,,,,
~,BBTFImpact,{M5=1|M15=1|H1=1|D1=1},{H4=1|D1=1|W1=1},"[1.98, 2.7800000000000002, 16.59]",{M5=0-6|M15=0-16|M30=0-7|H1=0-8|H4=0-9|D1=0-9|W1=0-9|MN1=0-0},{M5=0-20|M15=0-20|M30=0-20|H1=0-30|H4=0-30|D1=0-40|W1=0-40|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5086.77,5086.77,5066.15,5080.76,7.3,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 16:00,M5,3.0,2.0,7.0,0.07,-0.66,0.38,5082.54,5092.23,5072.86,5077.44,5077.44,5077.44,,,,,
~,M15,4.0,1.0,7.0,-0.18,1.43,0.43,5084.53,5095.39,5073.67,5077.44,5077.44,5077.44,,,,,
~,M30,3.0,2.0,1.0,0.19,-1.2,0.6,5081.8,5097.1,5066.49,,,,,,,,
~,H1,2.0,2.0,8.0,-0.78,-5.22,1.62,5066.98,5108.13,5025.83,,,,,,,,
~,H4,1.0,0.0,1.0,12.55,-56.07,6.42,5003.6,5164.19,4843.02,,,,,,,,
~,BBTFImpact,{M5=1|M15=1|H1=1|D1=1},{D1=1|W1=1},"[1.99, 2.74, 17.55]",{M5=0-6|M15=0-16|M30=0-7|H1=0-8|H4=0-9|D1=0-9|W1=0-9|MN1=0-0},{M5=0-20|M15=0-20|M30=0-20|H1=0-30|H4=0-30|D1=0-40|W1=0-40|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5086.77,5086.77,5066.15,5077.87,7.27,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 16:05,M5,3.0,1.0,7.0,-0.46,6.27,0.47,5081.84,5093.84,5069.83,5067.74,5067.74,5067.74,,,,,
~,BBTFImpact,{M5=1|M15=1|H1=1|D1=1},{D1=1|W1=1},"[2.69, 2.74, 17.55]",{M5=0-6|M15=0-16|M30=0-7|H1=0-8|H4=0-9|D1=0-9|W1=0-9|MN1=0-0},{M5=10-20|M15=10-20|M30=0-20|H1=0-30|H4=0-30|D1=0-40|W1=0-40|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5083.17,5083.17,5066.15,5067.91,7.63,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 16:10,M5,2.0,1.0,2.0,-0.69,4.08,0.54,5081.0,5094.77,5067.22,5069.59,5069.59,5069.59,,,,,
~,BBTFImpact,{M5=1|M15=1|H1=1|D1=1},{M15=1|D1=1|W1=1},"[3.5300000000000002, 2.74, 17.55]",{M5=6-6|M15=0-16|M30=0-7|H1=0-8|H4=0-9|D1=0-9|W1=0-9|MN1=0-0},{M5=20-10|M15=0-10|M30=0-20|H1=0-30|H4=0-30|D1=0-40|W1=0-40|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5083.17,5083.17,5066.15,5068.39,7.96,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 16:15,M5,2.0,1.0,2.0,-1.38,8.24,0.67,5079.3,5096.42,5062.19,5059.9,5059.9,5059.9,,,,,
~,M15,2.0,1.0,2.0,-1.26,13.83,0.66,5082.71,5099.43,5065.99,5059.9,5059.9,5059.9,,,,,
~,BBTFImpact,{M5=1|M15=1|H1=1|D1=1},{M15=1|M30=1|D1=1|W1=1},"[3.4, 0.91, 15.73]",{M5=0-6|M15=0-16|M30=0-7|H1=7-8|H4=0-9|D1=0-9|W1=0-9|MN1=0-0},{M5=10-20|M15=0-10|M30=10-20|H1=20-30|H4=0-30|D1=0-40|W1=0-40|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5077.53,5077.53,5042.36,5059.95,8.79,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 16:20,M5,2.0,1.0,2.0,-1.67,9.24,0.81,5077.38,5098.07,5056.69,5054.8,5054.8,5054.8,,,,,
~,BBTFImpact,{M15=1|H1=1|D1=1},{M15=1|M30=1|D1=1|W1=1},"[5.33, 0.91, 15.73]",{M5=0-6|M15=0-16|M30=0-7|H1=0-7|H4=0-9|D1=0-9|W1=0-9|MN1=0-0},{M5=0-10|M15=0-10|M30=0-10|H1=0-20|H4=0-30|D1=0-40|W1=0-40|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5071.92,5071.92,5042.36,5053.83,9.05,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 16:25,M5,2.0,0.0,2.0,-1.3900000000000001,2.92,0.81,5076.17,5096.85,5055.5,5060.29,5060.29,5060.29,,,,,
~,BBTFImpact,{M15=1|H1=1|D1=1},{M15=1|M30=1|D1=1|W1=1},"[6.53, 0.91, 15.73]",{M5=6-6|M15=0-16|M30=0-7|H1=0-7|H4=0-9|D1=0-9|W1=0-9|MN1=0-0},{M5=20-10|M15=0-10|M30=0-10|H1=0-20|H4=0-30|D1=0-40|W1=0-40|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5071.92,5071.92,5042.36,5059.75,9.29,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 16:30,M5,2.0,4.0,2.0,-1.31,3.2,0.83,5074.98,5096.13,5053.83,5059.38,5059.38,5059.38,,,,,
~,M15,2.0,1.0,2.0,-1.55,8.92,0.79,5080.96,5101.08,5060.83,5059.38,5059.38,5059.38,,,,,
~,M30,5.0,1.0,1.0,-0.46,6.67,0.76,5080.57,5099.75,5061.39,,,,,,,,
~,BBTFImpact,{M15=1|M30=1|H1=1|D1=1},{M15=1|M30=1|H1=1|D1=1|W1=1},"[5.98, 0.39, 13.98]",{M5=0-6|M15=0-16|M30=0-7|H1=0-7|H4=0-9|D1=0-9|W1=0-9|MN1=0-0},{M5=0-20|M15=0-10|M30=0-10|H1=0-20|H4=0-30|D1=0-40|W1=0-40|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5071.92,5071.92,5042.36,5059.74,9.38,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 16:35,M5,2.0,4.0,2.0,-0.83,-0.35,0.8,5074.46,5094.75,5054.17,5067.32,5067.32,5067.32,,,,,
~,BBTFImpact,{M15=1|M30=1|H1=1|D1=1},{M15=1|M30=1|H1=1|D1=1|W1=1},"[6.49, 0.39, 13.98]",{M5=0-6|M15=6-16|M30=6-7|H1=8-7|H4=0-9|D1=0-9|W1=0-9|MN1=0-0},{M5=0-20|M15=20-10|M30=20-10|H1=30-20|H4=0-30|D1=0-40|W1=0-40|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5071.92,5071.92,5048.22,5067.56,9.67,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 16:40,M5,2.0,4.0,2.0,-1.01,-3.35,0.76,5073.61,5092.86,5054.36,5068.21,5068.21,5068.21,,,,,
~,BBTFImpact,{M15=1|M30=1|H1=1|D1=1},{M15=1|M30=1|H1=1|D1=1|W1=1},"[7.34, 0.39, 13.98]",{M5=0-6|M15=0-6|M30=0-6|H1=0-8|H4=0-9|D1=0-9|W1=0-9|MN1=0-0},{M5=0-20|M15=0-20|M30=0-20|H1=0-30|H4=0-30|D1=0-40|W1=0-40|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5071.92,5071.92,5049.33,5069.08,9.88,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 16:45,M5,2.0,2.0,2.0,-0.31,-2.31,0.73,5073.62,5092.13,5055.12,5079.48,5079.48,5079.48,,,,,
~,M15,2.0,4.0,2.0,-0.59,-2.15,0.7,5080.93,5098.59,5063.27,5079.48,5079.48,5079.48,,,,,
~,BBTFImpact,{M30=1|H1=1|D1=1},{M30=1|H1=1|D1=1|W1=1},"[7.3, 0.36, 13.95]",{M5=0-6|M15=0-6|M30=0-6|H1=0-8|H4=0-9|D1=0-9|W1=0-9|MN1=0-0},{M5=30-20|M15=0-20|M30=0-20|H1=0-30|H4=0-30|D1=0-40|W1=0-40|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=28-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,5071.92,5100.95,5071.92,5080.0,10.47,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 16:50,M5,2.0,0.0,2.0,-0.99,-2.06,0.7,5072.2,5090.02,5054.39,5065.1,5065.1,5065.1,,,,,
~,BBTFImpact,{M5=1|M30=1|H1=1|D1=1},{M30=1|H1=1|D1=1|W1=1},"[8.72, 0.36, 13.95]",{M5=7-6|M15=0-6|M30=0-6|H1=7-8|H4=0-9|D1=0-9|W1=0-9|MN1=0-0},{M5=20-30|M15=0-20|M30=0-20|H1=20-30|H4=0-30|D1=0-40|W1=0-40|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-28|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5071.92,5071.92,5043.91,5065.93,11.01,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 16:55,M5,2.0,0.0,2.0,-1.3,-6.03,0.65,5070.74,5087.32,5054.16,5063.65,5063.65,5063.65,,,,,
~,BBTFImpact,{M5=1|M30=1|H1=1|D1=1},{M30=1|H1=1|D1=1|W1=1},"[10.19, 0.36, 13.95]",{M5=0-7|M15=0-6|M30=0-6|H1=0-7|H4=0-9|D1=0-9|W1=0-9|MN1=0-0},{M5=0-20|M15=0-20|M30=0-20|H1=0-20|H4=0-30|D1=0-40|W1=0-40|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5071.92,5071.92,5043.91,5062.72,11.36,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 17:00,M5,2.0,4.0,2.0,-1.6,-1.53,0.67,5068.83,5085.77,5051.89,5054.47,5054.47,5054.47,,,,,
~,M15,2.0,4.0,2.0,-2.01,6.86,0.81,5078.2,5098.88,5057.52,5054.47,5054.47,5054.47,,,,,
~,M30,4.0,1.0,1.0,-0.39,7.22,0.77,5080.54,5100.15,5060.92,,,,,,,,
~,H1,2.0,0.0,2.0,-1.27,-1.05,1.6,5065.06,5105.66,5024.46,,,,,,,,
~,BBTFImpact,{M5=1|M30=1|H1=1|D1=1},{M15=1|M30=1|H1=1|D1=1|W1=1},"[9.38, 2.33, 13.14]",{M5=0-7|M15=0-6|M30=0-6|H1=0-7|H4=0-9|D1=0-9|W1=0-9|MN1=0-0},{M5=0-20|M15=10-20|M30=10-20|H1=0-20|H4=0-30|D1=0-40|W1=0-40|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5071.92,5071.92,5043.91,5054.61,11.61,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 17:05,M5,2.0,4.0,2.0,-0.9,-3.15,0.62,5068.1,5083.71,5052.49,5063.07,5063.07,5063.07,,,,,
~,BBTFImpact,{M30=1|H1=1|D1=1},{M15=1|M30=1|H1=1|D1=1|W1=1},"[10.11, 2.33, 13.14]",{M5=0-7|M15=6-6|M30=6-6|H1=0-7|H4=0-9|D1=0-9|W1=0-9|MN1=0-0},{M5=0-20|M15=20-10|M30=20-10|H1=0-20|H4=0-30|D1=0-40|W1=0-40|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5071.92,5071.92,5043.91,5062.15,12.73,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 17:10,M5,2.0,2.0,2.0,-0.82,-3.89,0.57,5067.38,5081.9,5052.87,5064.1,5064.1,5064.1,,,,,
~,BBTFImpact,{M30=1|H1=1|D1=1},{M30=1|H1=1|D1=1|W1=1},"[10.82, 2.33, 13.14]",{M5=0-7|M15=0-6|M30=0-6|H1=0-7|H4=0-9|D1=0-9|W1=0-9|MN1=0-0},{M5=0-20|M15=0-20|M30=0-20|H1=0-20|H4=0-30|D1=0-40|W1=0-40|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5071.92,5071.92,5043.91,5064.49,12.67,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 17:15,M5,2.0,4.0,2.0,-0.98,-0.63,0.58,5066.23,5080.82,5051.64,5057.64,5057.64,5057.64,,,,,
~,M15,2.0,4.0,2.0,-1.77,3.25,0.81,5076.63,5097.29,5055.96,5057.64,5057.64,5057.64,,,,,
~,BBTFImpact,{M30=1|H1=1|D1=1},{M15=1|M30=1|H1=1|D1=1|W1=1},"[10.4, 3.91, 11.56]",{M5=0-7|M15=6-6|M30=0-6|H1=0-7|H4=0-9|D1=0-9|W1=0-9|MN1=0-0},{M5=0-20|M15=0-20|M30=10-20|H1=0-20|H4=0-30|D1=0-40|W1=0-40|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,1.0,5071.92,5071.92,5043.91,5057.69,13.16,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.27 17:20,M5,4.0,2.0,2.0,-0.16,-1.13,0.54,5066.45,5080.22,5052.69,5071.21,5071.21,5071.21,,,,,
