datetime,category,BBTFImpact-Sideway_val/ATRSL1buf-Trend/ORDERINFO-BUY_PROFIT/TF-diffMid_Trend/NEW_ORDER_OPEN-TradeAct/NEW_ORDER_CLOSE-TradeAct,BBTFImpact-HTF_Drive_LTF_Sideway/ATRSL1buf-LV/ORDERINFO-BUY_LOTS/TF-BBUpDn/NEW_ORDER_OPEN-OPEN_TICKET/NEW_ORDER_CLOSE-OPEN_TICKET,BBTFImpact-LTF_Drive_HTF_Fly/ATRSL1buf-Upper/ORDERINFO-BUY_TICKET_NUM/TF-trend/NEW_ORDER_OPEN-OPEN_TYPE/NEW_ORDER_CLOSE-OPEN_Type,BBTFImpact-midline_Cluster/ATRSL1buf-Lower/ORDERINFO-BUYS/TF-diffMid/NEW_ORDER_OPEN-OPEN_LOTS/NEW_ORDER_CLOSE-OPEN_LOTS,BBTFImpact-line_seq_touch/ATRSL1buf-SLMid/ORDERINFO-SELL_PROFIT/TF-diffBBW/NEW_ORDER_OPEN-DEAL_PRICE/NEW_ORDER_CLOSE-OPEN_PRICE,BBTFImpact-line_seq_cross/ATRSL1buf-Val/ORDERINFO-SELL_LOTS/TF-WLV/NEW_ORDER_OPEN-FREEMARGIN/NEW_ORDER_CLOSE-OPEN_TIME,BBTFImpact-untouch_val/ORDERINFO-SELL_TICKET_NUM/TF-MidLV/NEW_ORDER_OPEN-MARGINREQUIRED/NEW_ORDER_CLOSE-CLOSED_TICKET,ORDERINFO-SELLS/TF-UppLV/NEW_ORDER_CLOSE-CLOSED_TYPE,ORDERINFO-TOTALORDERS/TF-LowLV/NEW_ORDER_CLOSE-CLOSED_LOT,TF-close/NEW_ORDER_CLOSE-CLOSED_PRICE,TF-high/NEW_ORDER_CLOSE-PROFIT,TF-low/NEW_ORDER_CLOSE-SWAP,NEW_ORDER_CLOSE-COMMISION,NEW_ORDER_CLOSE-FEE,NEW_ORDER_CLOSE-TOTAL_PROFIT,NEW_ORDER_CLOSE-TOTAL_SWAP,NEW_ORDER_CLOSE-LAST_PROFIT
~,BBTFImpact,['46246-S_11'],{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{M30=1|D1=1},"[5.14, 5.2, 10.15]",{M5=0-16|M15=0-9|M30=0-19|H1=0-6|H4=0-6|D1=0-6|W1=0-18},{M5=0-20|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-20|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3311.24,3311.24,3302.16,3306.7,2.27,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.07.31 13:15,M15,5.0,0.0,1.0,0.5,-4.39,0.55,3304.84,3313.88,3295.81,3306.26,3306.26,3306.26,,,,,
~,BBTFImpact,['46246-S_11'],{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{M30=1|D1=1},"[3.82, 5.71, 10.66]",{M5=0-16|M15=0-9|M30=0-19|H1=0-6|H4=0-6|D1=0-6|W1=0-18},{M5=0-20|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-20|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3310.63,3310.63,3303.22,3306.19,2.22,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.07.31 13:30,M15,5.0,2.0,1.0,0.43,-5.63,0.49,3305.21,3313.29,3297.12,3304.67,3304.67,3304.67,,,,,
~,M30,1.0,0.0,1.0,0.93,-6.9,0.79,3300.03,3313.02,3287.03,,,,,,,,
~,BBTFImpact,['46254-S_11'],{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{M15=1|D1=1},"[2.56, 5.18, 11.02]",{M5=0-16|M15=0-18|M30=0-19|H1=0-6|H4=0-6|D1=0-6|W1=0-18},{M5=0-20|M15=0-20|M30=0-30|H1=0-30|H4=0-20|D1=0-20|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3308.27,3308.27,3303.22,3304.74,2.19,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.07.31 13:45,M15,5.0,2.0,1.0,0.14,-2.4,0.47,3305.26,3313.0,3297.52,3300.91,3300.91,3300.91,,,,,
~,BBTFImpact,['46250-S_23'],{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{M15=1|D1=1},"[1.13, 5.24, 11.08]",{M5=0-6|M15=0-18|M30=0-19|H1=0-6|H4=0-6|D1=0-6|W1=0-18},{M5=0-20|M15=0-20|M30=0-30|H1=0-30|H4=0-20|D1=0-20|W1=0-30},{M5=26-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3304.83,3304.83,3299.0,3300.89,1.97,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.07.31 14:00,M15,5.0,1.0,1.0,-0.24,4.22,0.54,3304.85,3313.8,3295.9,3296.27,3296.27,3296.27,,,,,
~,M30,5.0,2.0,1.0,0.41,-6.19,0.71,3300.17,3311.96,3288.38,,,,,,,,
~,H1,4.0,2.0,2.0,-0.42,-3.46,1.23,3293.48,3313.79,3273.17,,,,,,,,
~,BBTFImpact,['46660-S_23'],{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{M15=1|D1=1},"[0.64, 4.68, 11.37]",{M5=0-6|M15=6-18|M30=0-19|H1=0-6|H4=0-6|D1=0-6|W1=0-18},{M5=0-10|M15=20-10|M30=0-20|H1=0-30|H4=0-20|D1=0-20|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3300.14,3300.14,3292.31,3296.06,2.12,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.07.31 14:15,M15,4.0,1.0,1.0,-0.06,0.52,0.52,3304.93,3313.5,3296.36,3301.25,3301.25,3301.25,,,,,
~,BBTFImpact,['46664-S_11'],{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{M15=1|D1=1},"[1.6800000000000002, 4.76, 11.45]",{M5=0-6|M15=0-6|M30=0-8|H1=0-6|H4=0-6|D1=0-6|W1=0-18},{M5=0-20|M15=0-20|M30=0-30|H1=0-30|H4=0-20|D1=0-20|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3297.25,3305.48,3297.25,3301.71,2.23,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.07.31 14:30,M15,3.0,1.0,1.0,-0.01,0.06,0.52,3304.94,3313.49,3296.39,3302.27,3302.27,3302.27,,,,,
~,M30,1.0,2.0,1.0,0.63,-6.35,0.64,3300.95,3311.57,3290.33,,,,,,,,
~,BBTFImpact,['46265-S_11'],{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{D1=1},"[2.42, 3.99, 11.46]",{M5=7-6|M15=0-6|M30=0-8|H1=0-6|H4=0-6|D1=0-6|W1=0-18},{M5=20-30|M15=0-20|M30=0-30|H1=0-30|H4=0-20|D1=0-20|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3298.64,3305.48,3298.64,3302.36,2.36,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.07.31 14:45,M15,4.0,0.0,1.0,0.29,-2.25,0.49,3305.36,3313.45,3297.26,3305.3,3305.3,3305.3,,,,,
~,BBTFImpact,['46265-S_11'],{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{D1=1},"[2.95, 4.41, 11.88]",{M5=0-8|M15=7-6|M30=0-8|H1=0-6|H4=0-6|D1=0-6|W1=0-18},{M5=0-30|M15=20-30|M30=0-30|H1=0-30|H4=0-20|D1=0-20|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3300.81,3310.51,3300.81,3305.56,2.48,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.07.31 15:00,M15,5.0,2.0,1.0,0.3,-2.11,0.47,3305.67,3313.41,3297.92,3306.25,3306.25,3306.25,,,,,
~,M30,1.0,0.0,1.0,0.63,-2.21,0.63,3301.71,3312.11,3291.32,,,,,,,,
~,H1,5.0,0.0,2.0,0.51,4.14,1.29,3294.24,3315.51,3272.97,,,,,,,,
~,BBTFImpact,['46266-S_11'],{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{D1=1},"[3.13, 3.95, 11.43]",{M5=0-8|M15=0-8|M30=0-8|H1=0-6|H4=0-6|D1=0-6|W1=0-18},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-20|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3301.27,3310.51,3301.27,3306.18,2.46,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.07.31 15:15,M15,5.0,0.0,1.0,0.3,-1.43,0.45,3305.95,3313.46,3298.44,3307.3,3307.3,3307.3,,,,,
~,BBTFImpact,['46266-S_11'],{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{D1=1},"[3.05, 4.24, 11.71]",{M5=0-8|M15=8-7|M30=0-8|H1=0-6|H4=0-6|D1=0-6|W1=0-18},{M5=0-30|M15=30-20|M30=0-30|H1=0-30|H4=0-20|D1=0-20|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3302.7,3309.61,3302.7,3307.21,2.25,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.07.31 15:30,M15,5.0,0.0,1.0,0.23,-1.35,0.44,3306.13,3313.39,3298.87,3306.93,3306.93,3306.93,,,,,
~,M30,1.0,3.0,1.0,0.62,-2.7,0.6,3302.33,3312.26,3292.39,,,,,,,,
~,BBTFImpact,['46260-S_23'],{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{M15=1|D1=1},"[2.2800000000000002, 3.8, 11.89]",{M5=0-8|M15=0-8|M30=0-8|H1=0-6|H4=0-6|D1=0-6|W1=0-18},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-20|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3302.7,3309.61,3302.7,3306.22,2.2800000000000002,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.07.31 15:45,M15,5.0,3.0,1.0,0.14,0.63,0.45,3306.3,3313.67,3298.92,3308.91,3308.91,3308.91,,,,,
~,BBTFImpact,['46260-S_23'],{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{M15=1|D1=1},"[0.7, 3.9699999999999998, 12.06]",{M5=9-8|M15=0-8|M30=0-8|H1=0-6|H4=0-6|D1=0-6|W1=0-18},{M5=30-40|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-20|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3305.39,3313.99,3305.39,3309.18,2.41,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.07.31 16:00,M15,3.0,3.0,1.0,0.04,0.11,0.45,3306.35,3313.75,3298.94,3307.67,3307.67,3307.67,,,,,
~,M30,1.0,3.0,1.0,0.58,-1.23,0.6,3302.96,3312.78,3293.13,,,,,,,,
~,H1,5.0,1.0,7.0,0.66,4.62,1.35,3294.97,3317.14,3272.79,,,,,,,,
~,H4,4.0,0.0,2.0,-1.5699999999999998,-11.42,1.73,3313.38,3342.1,3284.67,,,,,,,,
~,BBTFImpact,['46265-S_11'],{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{D1=1},"[0.3, 3.39, 11.38]",{M5=0-9|M15=0-8|M30=0-8|H1=0-6|H4=0-6|D1=0-6|W1=0-18},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-20|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3305.39,3312.52,3305.39,3307.52,2.5,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.07.31 16:15,M15,3.0,0.0,1.0,-0.09,-1.16,0.44,3306.22,3313.42,3299.02,3309.07,3309.07,3309.07,,,,,
~,BBTFImpact,['46266-S_11'],{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{D1=1},"[0.86, 3.27, 11.26]",{M5=8-9|M15=8-7|M30=0-8|H1=0-6|H4=0-6|D1=0-6|W1=0-18},{M5=30-20|M15=30-20|M30=0-30|H1=0-30|H4=0-20|D1=0-20|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3310.18,3310.18,3303.36,3308.89,2.76,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.07.31 16:30,M15,4.0,2.0,1.0,-0.14,-1.83,0.41,3306.06,3312.92,3299.2,3308.57,3308.57,3308.57,,,,,
~,M30,1.0,3.0,1.0,0.62,-1.48,0.58,3303.57,3313.16,3293.99,,,,,,,,
~,BBTFImpact,['46266-S_11'],{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{D1=1},"[1.45, 2.49, 11.09]",{M5=0-8|M15=0-8|M30=0-8|H1=0-6|H4=0-6|D1=0-6|W1=0-18},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-20|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3310.18,3310.18,3303.41,3308.55,2.93,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.07.31 16:45,M15,4.0,0.0,8.0,-0.31,-1.46,0.39,3305.61,3312.14,3299.09,3303.8,3303.8,3303.8,,,,,
~,BBTFImpact,['46266-S_11'],{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{D1=1},"[1.75, 2.04, 10.65]",{M5=0-7|M15=7-8|M30=0-8|H1=0-6|H4=0-6|D1=0-6|W1=0-18},{M5=10-20|M15=20-30|M30=0-30|H1=0-30|H4=0-20|D1=0-20|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3309.44,3309.44,3303.41,3303.81,2.82,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.07.31 17:00,M15,4.0,4.0,8.0,-0.48,-1.74,0.38,3305.07,3311.39,3298.76,3301.43,3301.43,3301.43,,,,,
~,M30,5.0,2.0,1.0,0.32,-4.63,0.52,3303.71,3312.28,3295.14,,,,,,,,
~,H1,5.0,0.0,7.0,0.08,0.51,1.34,3294.94,3316.98,3272.9,,,,,,,,
~,BBTFImpact,['46664-S_11'],{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{M15=1|D1=1},"[1.6400000000000001, 1.3599999999999999, 10.13]",{M5=0-6|M15=0-7|M30=0-7|H1=0-6|H4=0-6|D1=0-6|W1=0-18},{M5=10-20|M15=0-20|M30=0-20|H1=0-30|H4=0-20|D1=0-20|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3307.65,3307.65,3296.73,3301.52,3.06,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.07.31 17:15,M15,4.0,4.0,8.0,-0.45,-0.82,0.38,3304.58,3310.89,3298.27,3300.72,3300.72,3300.72,,,,,
~,BBTFImpact,['46660-S_23'],{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{M15=1|D1=1},"[1.04, 0.87, 9.64]",{M5=6-6|M15=0-7|M30=0-7|H1=0-6|H4=0-6|D1=0-6|W1=0-18},{M5=20-10|M15=0-20|M30=0-20|H1=0-30|H4=0-20|D1=0-20|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3305.15,3305.15,3296.73,3300.74,2.96,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.07.31 17:30,M15,2.0,0.0,8.0,-0.51,4.46,0.44,3304.0,3311.24,3296.76,3296.69,3296.69,3296.69,,,,,
~,M30,3.0,2.0,1.0,0.02,-0.47,0.52,3303.63,3312.28,3294.98,,,,,,,,
~,BBTFImpact,[46600.0],{M5=1|M15=1|M30=1|H1=1|H4=1|D1=1},{M15=1|M30=1|D1=1},"[0.36, 0.37, 9.06]",{M5=0-6|M15=0-7|M30=0-7|H1=0-6|H4=0-6|D1=0-6|W1=0-18},{M5=0-20|M15=0-10|M30=0-20|H1=0-30|H4=0-20|D1=0-20|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3302.74,3302.74,3290.29,3296.52,3.11,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.07.31 17:45,M15,4.0,0.0,8.0,-0.49,1.74,0.48,3303.42,3311.35,3295.48,3297.64,3297.64,3297.64,,,,,
~,BBTFImpact,['46640-S_23'],{M15=1|M30=1|H1=1|H4=1|D1=1},{M15=1|M30=1|D1=1},"[1.52, 0.21, 8.47]",{M5=0-6|M15=6-7|M30=0-6|H1=0-8|H4=0-6|D1=0-6|W1=0-18},{M5=0-20|M15=20-10|M30=0-20|H1=0-30|H4=0-20|D1=0-20|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3299.86,3299.86,3291.16,3297.69,3.27,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.07.31 18:00,M15,2.0,0.0,8.0,-0.52,2.34,0.53,3302.79,3311.46,3294.11,3296.16,3296.16,3296.16,,,,,
~,M30,3.0,1.0,1.0,-0.05,0.93,0.55,3303.48,3312.62,3294.35,,,,,,,,
~,H1,3.0,0.0,7.0,0.2,-0.12,1.33,3294.93,3316.78,3273.09,,,,,,,,
~,BBTFImpact,[46600.0],{M15=1|M30=1|H1=1|H4=1|D1=1},{M15=1|M30=1|D1=1},"[2.81, 0.7, 7.85]",{M5=0-6|M15=6-6|M30=0-6|H1=0-8|H4=0-6|D1=0-6|W1=0-18},{M5=0-20|M15=20-10|M30=0-20|H1=0-30|H4=0-20|D1=0-20|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3299.86,3299.86,3291.16,3296.5,3.2,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.07.31 18:15,M15,4.0,0.0,8.0,-0.42,2.0,0.57,3302.26,3311.62,3292.89,3296.46,3296.46,3296.46,,,,,
~,BBTFImpact,['46641-S_11'],{M15=1|M30=1|H1=1|H4=1|D1=1},{M30=1|D1=1},"[4.26, 1.23, 7.33]",{M5=0-6|M15=0-6|M30=0-6|H1=0-8|H4=0-6|D1=0-6|W1=0-18},{M5=0-20|M15=0-20|M30=0-20|H1=0-30|H4=0-20|D1=0-20|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3299.86,3299.86,3291.16,3296.42,3.38,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.07.31 18:30,M15,4.0,0.0,8.0,-0.37,2.66,0.59,3301.92,3311.65,3292.19,3295.6,3295.6,3295.6,,,,,
~,M30,3.0,1.0,1.0,-0.13,2.14,0.59,3303.3,3312.97,3293.62,,,,,,,,
~,BBTFImpact,['46641-S_11'],{M15=1|M30=1|H1=1|H4=1|D1=1},{M30=1|D1=1},"[4.93, 1.38, 6.99]",{M5=0-7|M15=0-6|M30=0-6|H1=0-8|H4=0-6|D1=0-6|W1=0-18},{M5=0-20|M15=0-20|M30=0-20|H1=0-30|H4=0-20|D1=0-20|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3299.86,3299.86,3291.72,3295.61,3.03,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.07.31 18:45,M15,4.0,1.0,8.0,-0.18,2.74,0.62,3301.73,3311.92,3291.55,3293.78,3293.78,3293.78,,,,,
~,BBTFImpact,['46642-S_11'],{M15=1|M30=1|H1=1|H4=1|D1=1},{M30=1|D1=1},"[5.68, 1.5699999999999998, 6.8]",{M5=0-7|M15=0-6|M30=6-6|H1=7-8|H4=0-6|D1=0-6|W1=0-18},{M5=0-20|M15=0-20|M30=0-20|H1=20-30|H4=0-20|D1=0-20|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-28|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3299.55,3299.55,3291.72,3293.74,2.91,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.07.31 19:00,M15,4.0,1.0,8.0,-0.18,1.8399999999999999,0.63,3301.58,3311.98,3291.19,3295.53,3295.53,3295.53,,,,,
~,M30,3.0,1.0,1.0,-0.28,3.27,0.62,3303.02,3313.24,3292.8,,,,,,,,
~,H1,1.0,0.0,7.0,1.01,-11.66,1.21,3295.88,3315.8,3275.96,,,,,,,,
~,BBTFImpact,['42646-S_31'],{M15=1|M30=1|H1=1|H4=1|D1=1},{M30=1|D1=1},"[6.09, 1.43, 5.7]",{M5=8-7|M15=0-6|M30=0-6|H1=7-8|H4=0-6|D1=0-6|W1=0-18},{M5=30-20|M15=0-20|M30=0-20|H1=20-30|H4=0-20|D1=0-20|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3298.67,3298.67,3291.72,3295.62,2.63,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.07.31 19:15,M15,2.0,1.0,8.0,-0.53,5.46,0.71,3300.92,3312.6,3289.23,3291.14,3291.14,3291.14,,,,,
~,BBTFImpact,[42604.0],{M15=1|M30=1|H1=1|H4=1|D1=1},{M15=1|M30=1|D1=1},"[6.05, 2.1, 5.03]",{M5=0-6|M15=0-6|M30=0-6|H1=0-7|H4=0-6|D1=0-6|W1=0-18},{M5=10-20|M15=0-20|M30=0-10|H1=0-20|H4=0-20|D1=0-20|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3296.04,3296.04,3285.94,3290.99,2.5300000000000002,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.07.31 19:30,M15,2.0,0.0,2.0,-0.61,2.43,0.73,3300.33,3312.33,3288.34,3292.56,3292.56,3292.56,,,,,
~,M30,4.0,1.0,1.0,-0.44,5.38,0.7,3302.44,3314.02,3290.86,,,,,,,,
~,BBTFImpact,[42404.0],{M15=1|M30=1|H1=1|H4=1|D1=1},{M15=1|M30=1|H1=1|D1=1},"[6.03, 2.1, 4.45]",{M5=0-6|M15=0-6|M30=6-6|H1=0-7|H4=0-6|D1=0-6|W1=0-18},{M5=0-20|M15=0-20|M30=20-10|H1=0-20|H4=0-20|D1=0-20|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3295.92,3295.92,3287.91,3292.77,2.43,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.07.31 19:45,M15,4.0,4.0,2.0,-0.48,-0.67,0.71,3299.92,3311.65,3288.19,3296.1,3296.1,3296.1,,,,,
~,BBTFImpact,['42444-S_11'],{M30=1|H1=1|H4=1|D1=1},{M15=1|M30=1|H1=1|D1=1},"[5.6, 2.52, 4.04]",{M5=0-6|M15=0-6|M30=0-6|H1=8-7|H4=0-6|D1=0-6|W1=0-18},{M5=0-30|M15=0-20|M30=0-20|H1=30-20|H4=0-20|D1=0-20|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3291.75,3300.69,3291.75,3296.22,2.23,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.07.31 20:00,M15,2.0,4.0,2.0,-0.54,-0.88,0.7,3299.38,3310.95,3287.8,3295.04,3295.04,3295.04,,,,,
~,M30,4.0,1.0,8.0,-0.3,2.77,0.71,3302.23,3313.99,3290.46,,,,,,,,
~,H1,1.0,2.0,1.0,1.12,-18.64,1.02,3296.9,3313.78,3280.02,,,,,,,,
~,H4,4.0,4.0,2.0,-1.9100000000000001,-3.13,1.73,3311.1,3339.77,3282.43,,,,,,,,
~,BBTFImpact,['42405-S_41'],{M5=1|M30=1|H1=1|H4=1|D1=1},{M30=1|H1=1|D1=1},"[5.25, 2.85, 2.4699999999999998]",{M5=0-6|M15=0-6|M30=0-6|H1=0-17|H4=0-6|D1=0-6|W1=0-18},{M5=0-30|M15=0-20|M30=0-20|H1=0-20|H4=0-20|D1=0-20|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3291.8,3299.05,3291.8,3294.95,2.05,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
